,accepts_apple_pay,accepts_bitcoin,accepts_credit_cards,accepts_google_pay,alcohol,ambience,attire,best_nights,bike_parking,caters,coat_check,date,delivery,dogs_allowed,gender_neutral_restrooms,good_for,good_for_dancing,good_for_groups,good_for_kids,happy_hour,has_dairy-free_options,has_gluten-free_options,has_pool_table,has_soy-free_options,has_tv,liked_by_vegans,liked_by_vegetarians,noise_level,outdoor_seating,parking,price_range,rating,review,smoking,take-out,takes_reservations,waiter_service,wheelchair_accessible,wi-fi
319,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,1/19/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"I didn't hear about this place through word of mouth, but I'm so glad I came across it! I ordered the Creme Brûlée French Toast and it came out quickly and was pretty good. I was seated upstairs near two other tables, and, almost immediately after I was seated, the two tables received free ""treats"" from the kitchen. :) Their customer service is outstanding. And last but not least, you must go into the women's restroom! It is a delight! :) Literally I was awe-struck with the design/decor.",,Yes,No,,,Free
320,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,12/10/2016,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"You are probably going to wait for a table,  in fact count on it.  My son will set an alarm to b get there when they open, eat them go back home to bed.  It's delicious.  The cook really knows food.  The atmosphere is eclectic and homey at the same time.  The wait staff are all very friendly,  and take care of your every need.  Wonderful place for breakfast.",,Yes,No,,,Free
321,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,9/21/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,This is my absolute favorite place to eat ! Portions are HUGE! The creme brûlée French toast as well as the biscuits and gravy are so yummy and the bacon that they serve is to die for! You can easily get away with splitting one meal between at least two people. The wait to get a table is often over an hour or more but it's totally worth the wait! You must try the hot chocolate !,,Yes,No,,,Free
322,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,1/26/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,When ever I get the chance to travel to Salem; I always make my way to WOM. It's the best place to go in the northwest!!!!,,Yes,No,,,Free
323,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,12/17/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Wonder why there's always a wait? Freshly prepared, high-quality food cooked to order and great service are the simple reasons that have earned this place a loyal following. The decor is eclecticly rustic & charming. Highly recommended!",,Yes,No,,,Free
324,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,12/8/2016,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,Biscuits and gravy and corned beef hash was the best I've ever had! Definitely the best place to go for breakfast in the area. Can't wait to get back here to try the rest of the menu!,,Yes,No,,,Free
325,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,5/13/2016,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Now I know why the wait times are so long at this place... Luckily I used their text based reservation system, so I was able to pass the time of the two hour wait running errands; or I never would have waited that long ordinarily, but with all the amazing reviews I had to try. The food was amazing, just like grandma used to make, and there portions we YUUUGE!",,Yes,No,,,Free
326,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,10/22/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"All I can say is wow.  This is the best breakfast  I have ever had.  I am from San Diego and we take great pride in having the best places for breakfast and brunch.  This beats them out just barely.  The food here is absolutely amazing.  I had crème bruelle French toast, biscuits and gravy, prime rib/beef hash combo, and cinnamon roll pancake.  I had a bloody mary and fresh squeezed orange juice to wash it down,  The French toast was absolutely amazing.   A must have if you are having trouble deciding on what to get.  The hash was awesome.  Real cuts of corned beef and thick pieces of prime rib.  If you have a real sweet tooth then I would get the cinnamon roll pancake which they gave us complimentary to try.  The bloody mary was pretty good and the orange juice was perfect.The service was perfect. Very sweet hard working people that got our food out fast and with a smile.  The parking here really sucks.  You will have to get creative when trying to find parking.  The wait is another thing that kinda blows.  Its usually about a hour wait, but trust me its well worth it.",,Yes,No,,,Free
327,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,3/3/2016,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,4.0,I really like this place. The food is unique and has a good homemade taste to it. The thing I hate about this place is the lack of parking and seating in the restaurant. I would go here a lot more often if it wasn't so hard to get into,,Yes,No,,,Free
328,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,3/12/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"This place has the most delicious concoctions for breakfast! My favorite is the cinnamon roll pancake, and I'm not even a cinnamon roll eater...but these are to die for! And it's well worth the wait to get in, and they usually do take out orders too, in case you don't want to hang around and wait. Also at random times they will bring you out a free item from the menu to try at your table...it's pretty cool!",,Yes,No,,,Free
329,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,6/16/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,1.0,"I was really excited about trying this place . I heard good things about it but first I couldn't find parking g within a reasonable distance from the restaurant.  (I was with my handicapped mother) so i left her off and went to search for parking.  People were standing and talking in the only available spot in their parking space. After I shooed them off I noticed that the parking spaces were tight and hard to menuver and I recall my ex roommate getting over $500 worth of damage with no note left in that parking lot so I went to circle the area again and my mom was standing there and told me there was no way for her to get in the restaurant because of the steep stairs so we had to go somewhere else. So unfortunately because of the time and difficulty in getting into the place we never ate there so I can't review the food and service but if one can't get access to the restaurant in a reasonable amount of time, safety and effort I doubt if I will be going back.",,Yes,No,,,Free
330,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,9/8/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"OMG! Wait is long but very worth it!! Get their first thing for shorter wait, but they use a texting app to let you know when yo are next. Food is absolutely the best. Portions huge, I've tried many dishes, love the Thanksgiving and the French toast. Yummm",,Yes,No,,,Free
331,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,6/12/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Delicious and worth the wait.  Such good food and the staff is amazing, so sweet and attentive.  A must if you are in Salem.",,Yes,No,,,Free
332,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,8/6/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,4.0,"Great service and great food. Complimentary dessert was delicious. The wait can be a bit long (an hour or so), especially in the morning, but they have a contact service so you can leave and be notified when your table is ready. Would highly recommend.",,Yes,No,,,Free
333,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,11/28/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"WOW.  WOM.  In from out of town and asked every local about the best breakfast joint... This was the ONLY recommendation.  Worth the wait... See the pictures!The cinnamon roll pancake, the creme brûlée French toast, and the hot chocolate were the show stoppers... But be mindful that they are VERY sweet.  My favorites were the savory dishes like the flying biscuit (friend chicken had the perfect crunch under this heart shaped biscuit and gravy).  The trucker love was excellent.  The prime rib hash was just ok... I spiced mine up with hot sauce.  I wish it had more onions for a better texture pop.I can't wait to visit next time I am in town.",,Yes,No,,,Free
334,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,10/25/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Must go, must eat! King of the hill, prime rib hash, fried steak and golly the homemade biscuits. I can go on for days, this is a must stop. I thought dean's cafe in Portland was the best. They just got trumpet!",,Yes,No,,,Free
335,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,3/24/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,You'll understand why this place is 5 stars when you eat ANYTHING off of this menu...try the cottage cheese pancakes!,,Yes,No,,,Free
336,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,11/11/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Prepare to wait, so if you are impatient and/or starved come back another day.But really, this place is well worth the it! Step inside to the quirky yet cozy atmosphere that is Word Of Mouth, and you will be immediately hit in the head with the delicious aroma of their fine food! These folks have perfected the art of breakfast, and no I'm not talking about your mother's breakfast either. Unlike most restaurants, Becky and Steve are in the kitchen making your food. They are constantly reinventing new items which keep people, like me, coming back.From the creme brulee custard french toast, to the cinnamon roll pancake, there are things at WOM that you just won't eat anywhere else...ever!I am a humongous fan of their hashes. Be it the traditional corned beef, prime rib, or the specialty hashes they have on occasion; they are a breakfast dream come true.Whatever you fancy, WOM is the place to try and you won't be disappointed.",,Yes,No,,,Free
337,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,5/27/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Hubby and I only get to WOM Bistro every so often - but every visit is a total foodie treat!  So much good stuff to say about this establishment.  First, We are true coffee snobs (grinding our own organic, fair-trade, shade-grown beans every morning, Bialetti espresso machine....blah, blah) normally we loathe restaurant java - it's just brown water...BUT - WOM's coffee is excellent AND they pour your coffee in large latte cups-not those tiny restaurant cups which have to be refilled every 3 minutes!  The ambience is that funky-groovy, hippy-dippy setting we love - especially if you get the alcove off the entrance - your own sweet private dining area.  The service is fast, professional, consistent and SMILEY! Oh - I love me some happy, smiling servers.....Now to the food and the humongous portions.....I had the chicken-fried pork chop with their GIANT biscuit w/gravy and potatoes (I am a biscuit-freak so I ordered extra biscuit with butter and house-made strawberry jam to take home), hubby had the Flying Biscuit - he is the bacon-meister and the piggy in this biscuit is just plain sinful - hubby salivated and moaned (completely shameless).  I asked our server if it was possible to get the recipe for the biscuit 'cause I am a Southern Alabama gal that just lives and dies for a good biscuit....she brought me the business card to contact Becky and Steve by email for it.  They responded immediately to my email that very afternoon with how they create those glorious monsters along with very detailed instructions and tweaks on how they make them their ""own"".  Becky and Steve....it seems all aspects of your House of Divine Food have been well-thought out and nicely executed....you win our OINK-OINK AWARD!",,Yes,No,,,Free
338,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,9/26/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"The waitstaff is fabulous! Funny, nice, and helpful. Portions are HUGE and our meal was delicious. It's best to know going in that it's a small place with a big reputation so there's going to be a wait. They do pick up orders if you can't handle waiting. I would recommend trying this place if you're in the Salem area. On a side note: there is very little designated parking for the restaurant, however there are plenty of places a block away in the neighborhood to park. As a Portlander, it is almost unheard of to be able to park a mere block away at most restaurants, so personally I don't understand the amount of upset some people seem to feel about the parking ""situation"".",,Yes,No,,,Free
339,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,12/3/2015,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,Everything From scratch.. Can't ask for much more.. Great service Amazing food.. I can go here almost every day.. Lunch or breakfast.. A must try..,,Yes,No,,,Free
340,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,12/7/2014,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,4.0,Holly molly. First off the portions are huge!  I had the filet mignon chicken fried steak. It's huge.  The potatoes that came with it were amazing. Smashed and pan fried to perfect crispiness. Probably some of the best home fries I've had to date. It also came with two eggs and a Godzilla sized biscuit.  The biscuit was delicious and came with house made strawberry jam. My girlfriend got the plate of love. Hash and their brûlée French toast. Delicious as well. The caramel on the brûlée was dark and toasty.We also tried a Bloody Mary and it was quite good. Lots of wurstishire and spiciness. The restaurant itself is a house and has a nice homey feel. We sat at the bar and it was entertaining watching everything from there. The bartenders and staff were very nice and made the experience even more enjoyable.I'm a big fan of this place!,,Yes,No,,,Free
